date,item_id,units_sold,stockout_flag,promo_active,on_hand_start,on_hand_end,true_demand_uncensored
2025-10-15,I012,10,0,0,31,21,10
2025-10-16,I012,5,0,0,21,16,5
2025-10-17,I012,3,0,0,16,13,3
2025-10-18,I012,12,0,0,13,1,12
2025-10-19,I012,1,1,0,1,0,6
2025-10-20,I012,0,1,0,0,0,9
2025-10-21,I012,9,0,0,70,61,9
2025-10-22,I012,5,0,0,61,56,5
2025-10-23,I012,4,0,0,56,52,4
2025-10-24,I012,5,0,0,52,47,5
2025-10-25,I012,5,0,0,47,42,5
2025-10-26,I012,6,0,0,42,36,6
2025-10-27,I012,5,0,0,36,31,5
2025-10-28,I012,2,0,0,31,29,2
2025-10-29,I012,5,0,0,29,24,5
2025-10-30,I012,4,0,0,24,20,4
2025-10-31,I012,2,0,0,20,18,2
2025-11-01,I012,4,0,0,18,14,4
2025-11-02,I012,8,0,0,14,6,8
2025-11-03,I012,4,0,0,6,2,4
2025-11-04,I012,6,0,0,72,66,6
2025-11-05,I012,4,0,0,66,62,4
2025-11-06,I012,5,0,0,62,57,5
2025-11-07,I012,14,0,0,57,43,14
2025-11-08,I012,2,0,0,43,41,2
2025-11-09,I012,3,0,0,41,38,3
2025-11-10,I012,3,0,0,38,35,3
2025-11-11,I012,7,0,0,35,28,7
2025-11-12,I012,5,0,0,28,23,5
2025-11-13,I012,7,0,0,23,16,7
2025-11-14,I012,3,0,0,16,13,3
2025-11-15,I012,10,0,0,13,3,10
2025-11-16,I012,3,1,0,3,0,4
2025-11-17,I012,0,1,0,0,0,7
2025-11-18,I012,0,1,0,0,0,2
2025-11-19,I012,7,0,0,70,63,7
2025-11-20,I012,8,0,0,63,55,8
2025-11-21,I012,3,0,0,55,52,3
2025-11-22,I012,2,0,0,52,50,2
2025-11-23,I012,7,0,0,50,43,7
2025-11-24,I012,3,0,0,43,40,3
2025-11-25,I012,5,0,0,40,35,5
2025-11-26,I012,6,0,0,35,29,6
2025-11-27,I012,4,0,0,29,25,4
2025-11-28,I012,2,0,0,25,23,2
2025-11-29,I012,3,0,0,23,20,3
2025-11-30,I012,5,0,0,20,15,5
2025-12-01,I012,5,0,0,15,10,5
2025-12-02,I012,4,0,0,10,6,4
2025-12-03,I012,5,0,0,76,71,5
2025-12-04,I012,5,0,0,71,66,5
2025-12-05,I012,7,0,0,66,59,7
2025-12-06,I012,5,0,0,59,54,5
2025-12-07,I012,8,0,0,54,46,8
2025-12-08,I012,10,0,0,46,36,10
2025-12-09,I012,2,0,0,36,34,2
2025-12-10,I012,4,0,0,34,30,4
2025-12-11,I012,5,0,0,30,25,5
2025-12-12,I012,4,0,0,25,21,4
2025-12-13,I012,11,0,0,21,10,11
2025-12-14,I012,8,0,0,10,2,8
2025-12-15,I012,2,1,0,2,0,7
2025-12-16,I012,0,1,0,0,0,2
2025-12-17,I012,5,0,0,70,65,5
2025-12-18,I012,7,0,0,65,58,7
2025-12-19,I012,8,0,0,58,50,8
2025-12-20,I012,6,0,0,50,44,6
2025-12-21,I012,12,0,0,44,32,12
2025-12-22,I012,6,0,0,32,26,6
2025-12-23,I012,8,0,0,26,18,8
2025-12-24,I012,7,0,0,18,11,7
2025-12-25,I012,4,0,0,11,7,4
2025-12-26,I012,7,1,0,7,0,8
2025-12-27,I012,0,1,0,0,0,6
2025-12-28,I012,0,1,0,0,0,6
2025-12-29,I012,5,0,0,70,65,5
2025-12-30,I012,8,0,0,65,57,8
2025-12-31,I012,4,0,0,57,53,4
2026-01-01,I012,9,0,0,53,44,9
2026-01-02,I012,8,0,0,44,36,8
2026-01-03,I012,4,0,0,36,32,4
2026-01-04,I012,4,0,0,32,28,4
2026-01-05,I012,7,0,0,28,21,7
2026-01-06,I012,7,0,0,21,14,7
2026-01-07,I012,3,0,0,14,11,3
2026-01-08,I012,4,0,0,11,7,4
2026-01-09,I012,3,0,0,7,4,3
2026-01-10,I012,4,0,0,74,70,4
2026-01-11,I012,7,0,0,70,63,7
2026-01-12,I012,4,0,0,63,59,4
2026-01-13,I012,3,0,0,59,56,3
2026-01-14,I012,3,0,0,56,53,3
2026-01-15,I012,6,0,0,53,47,6
2026-01-16,I012,7,0,0,47,40,7
2026-01-17,I012,6,0,0,40,34,6
2026-01-18,I012,6,0,0,34,28,6
2026-01-19,I012,3,0,0,28,25,3
2026-01-20,I012,8,0,0,25,17,8
2026-01-21,I012,1,0,0,17,16,1
2026-01-22,I012,5,0,0,16,11,5
2026-01-23,I012,6,0,0,11,5,6
2026-01-24,I012,5,1,0,5,0,10
2026-01-25,I012,2,0,0,70,68,2
2026-01-26,I012,6,0,0,68,62,6
2026-01-27,I012,4,0,0,62,58,4
2026-01-28,I012,0,0,0,58,58,0
2026-01-29,I012,2,0,0,58,56,2
2026-01-30,I012,5,0,0,56,51,5
2026-01-31,I012,7,0,0,51,44,7
2026-02-01,I012,4,0,0,44,40,4
2026-02-02,I012,11,0,0,40,29,11
2026-02-03,I012,6,0,0,29,23,6
2026-02-04,I012,2,0,0,23,21,2
2026-02-05,I012,6,0,0,21,15,6
2026-02-06,I012,8,0,0,15,7,8
2026-02-07,I012,6,0,0,7,1,6
2026-02-08,I012,1,1,0,1,0,6
2026-02-09,I012,7,0,0,70,63,7
2026-02-10,I012,4,0,0,63,59,4
2026-02-11,I012,2,0,0,59,57,2
2026-02-12,I012,6,0,0,57,51,6
2026-02-13,I012,8,0,0,51,43,8
2026-02-14,I012,3,0,0,43,40,3
2026-02-15,I012,5,0,0,40,35,5
2026-02-16,I012,9,0,0,35,26,9
2026-02-17,I012,6,0,0,26,20,6
2026-02-18,I012,6,0,0,20,14,6
2026-02-19,I012,4,0,0,14,10,4
2026-02-20,I012,5,0,0,10,5,5
2026-02-21,I012,5,1,0,5,0,6
2026-02-22,I012,0,1,0,0,0,2
2026-02-23,I012,0,1,0,0,0,6
2026-02-24,I012,3,0,0,70,67,3
2026-02-25,I012,7,0,0,67,60,7
2026-02-26,I012,5,0,0,60,55,5
2026-02-27,I012,18,0,0,55,37,18
2026-02-28,I012,4,0,0,37,33,4
2026-03-01,I012,10,0,0,33,23,10
2026-03-02,I012,5,0,0,23,18,5
2026-03-03,I012,2,0,0,18,16,2
2026-03-04,I012,12,0,0,16,4,12
2026-03-05,I012,4,1,0,4,0,21
2026-03-06,I012,10,0,0,70,60,10
2026-03-07,I012,4,0,0,60,56,4
2026-03-08,I012,7,0,0,56,49,7
2026-03-09,I012,5,0,0,49,44,5
2026-03-10,I012,3,0,0,44,41,3
2026-03-11,I012,4,0,0,41,37,4
2026-03-12,I012,7,0,0,37,30,7
2026-03-13,I012,7,0,0,30,23,7
2026-03-14,I012,6,0,0,23,17,6
2026-03-15,I012,6,0,0,17,11,6
2026-03-16,I012,8,0,0,11,3,8
2026-03-17,I012,1,0,0,3,2,1
2026-03-18,I012,2,1,0,2,0,3
2026-03-19,I012,0,1,0,0,0,11
2026-03-20,I012,0,1,0,0,0,6
2026-03-21,I012,7,0,0,70,63,7
2026-03-22,I012,7,0,0,63,56,7
2026-03-23,I012,6,0,0,56,50,6
2026-03-24,I012,2,0,0,50,48,2
2026-03-25,I012,8,0,0,48,40,8
2026-03-26,I012,8,0,0,40,32,8
2026-03-27,I012,8,0,0,32,24,8
2026-03-28,I012,5,0,0,24,19,5
2026-03-29,I012,3,0,0,19,16,3
2026-03-30,I012,9,0,0,16,7,9
2026-03-31,I012,1,0,0,7,6,1
2026-04-01,I012,4,0,0,6,2,4
2026-04-02,I012,7,0,0,72,65,7
2026-04-03,I012,6,0,0,65,59,6
2026-04-04,I012,7,0,0,59,52,7
2026-04-05,I012,6,0,0,52,46,6
2026-04-06,I012,6,0,0,46,40,6
2026-04-07,I012,3,0,0,40,37,3
2026-04-08,I012,7,0,0,37,30,7
2026-04-09,I012,7,0,0,30,23,7
2026-04-10,I012,6,0,0,23,17,6
2026-04-11,I012,11,0,0,17,6,11
2026-04-12,I012,3,0,0,6,3,3
2026-04-13,I012,3,1,0,3,0,6
2026-04-14,I012,0,1,0,0,0,6
2026-04-15,I012,6,0,0,70,64,6
2026-04-16,I012,6,0,0,64,58,6
2026-04-17,I012,3,0,0,58,55,3
2026-04-18,I012,12,0,0,55,43,12
2026-04-19,I012,2,0,0,43,41,2
2026-04-20,I012,5,0,0,41,36,5
2026-04-21,I012,6,0,0,36,30,6
2026-04-22,I012,8,0,0,30,22,8
2026-04-23,I012,2,0,0,22,20,2
2026-04-24,I012,5,0,0,20,15,5
2026-04-25,I012,6,0,0,15,9,6
2026-04-26,I012,8,0,0,9,1,8
2026-04-27,I012,7,0,0,71,64,7
2026-04-28,I012,4,0,0,64,60,4
2026-04-29,I012,3,0,0,60,57,3
2026-04-30,I012,4,0,0,57,53,4
2026-05-01,I012,6,0,0,53,47,6
2026-05-02,I012,4,0,0,47,43,4
2026-05-03,I012,3,0,0,43,40,3
2026-05-04,I012,2,0,0,40,38,2
2026-05-05,I012,6,0,0,38,32,6
2026-05-06,I012,2,0,0,32,30,2
2026-05-07,I012,3,0,0,30,27,3
2026-05-08,I012,8,0,0,27,19,8
2026-05-09,I012,4,0,0,19,15,4
2026-05-10,I012,4,0,0,15,11,4
2026-05-11,I012,6,0,0,11,5,6
2026-05-12,I012,5,0,0,5,0,5
2026-05-13,I012,0,1,0,0,0,3
2026-05-14,I012,0,1,0,0,0,8
2026-05-15,I012,8,0,0,70,62,8
2026-05-16,I012,5,0,0,62,57,5
2026-05-17,I012,6,0,0,57,51,6
2026-05-18,I012,4,0,0,51,47,4
2026-05-19,I012,5,0,0,47,42,5
2026-05-20,I012,4,0,0,42,38,4
2026-05-21,I012,3,0,0,38,35,3
2026-05-22,I012,9,0,0,35,26,9
2026-05-23,I012,7,0,0,26,19,7
2026-05-24,I012,2,0,0,19,17,2
2026-05-25,I012,6,0,0,17,11,6
2026-05-26,I012,6,0,0,11,5,6
2026-05-27,I012,5,1,0,5,0,6
2026-05-28,I012,4,0,0,70,66,4
2026-05-29,I012,10,0,0,66,56,10
2026-05-30,I012,3,0,0,56,53,3
2026-05-31,I012,11,0,0,53,42,11
2026-06-01,I012,4,0,0,42,38,4
2026-06-02,I012,5,0,0,38,33,5
2026-06-03,I012,6,0,0,33,27,6
2026-06-04,I012,5,0,0,27,22,5
2026-06-05,I012,3,0,0,22,19,3
2026-06-06,I012,10,0,0,19,9,10
2026-06-07,I012,9,1,0,9,0,12
2026-06-08,I012,0,1,0,0,0,5
2026-06-09,I012,0,1,0,0,0,7
2026-06-10,I012,7,0,0,70,63,7
2026-06-11,I012,1,0,0,63,62,1
2026-06-12,I012,8,0,0,62,54,8
2026-06-13,I012,9,0,0,54,45,9
2026-06-14,I012,7,0,0,45,38,7
2026-06-15,I012,4,0,0,38,34,4
2026-06-16,I012,9,0,0,34,25,9
2026-06-17,I012,2,0,0,25,23,2
2026-06-18,I012,5,0,0,23,18,5
2026-06-19,I012,8,0,0,18,10,8
2026-06-20,I012,9,0,0,10,1,9
2026-06-21,I012,1,1,0,1,0,6
2026-06-22,I012,4,0,1,70,66,4
2026-06-23,I012,10,0,1,66,56,10
2026-06-24,I012,9,0,1,56,47,9
2026-06-25,I012,2,0,0,47,45,2
2026-06-26,I012,6,0,0,45,39,6
2026-06-27,I012,4,0,0,39,35,4
2026-06-28,I012,3,0,0,35,32,3
2026-06-29,I012,1,0,0,32,31,1
2026-06-30,I012,7,0,0,31,24,7
2026-07-01,I012,5,0,0,24,19,5
2026-07-02,I012,8,0,0,19,11,8
2026-07-03,I012,5,0,0,11,6,5
2026-07-04,I012,6,1,0,6,0,10
2026-07-05,I012,0,1,0,0,0,5
2026-07-06,I012,3,0,0,70,67,3
2026-07-07,I012,6,0,0,67,61,6
2026-07-08,I012,4,0,0,61,57,4
2026-07-09,I012,4,0,0,57,53,4
2026-07-10,I012,6,0,0,53,47,6
2026-07-11,I012,9,0,0,47,38,9
2026-07-12,I012,2,0,0,38,36,2
2026-07-13,I012,3,0,0,36,33,3
2026-07-14,I012,4,0,0,33,29,4
2026-07-15,I012,4,0,0,29,25,4
2026-07-16,I012,4,0,0,25,21,4
2026-07-17,I012,4,0,0,21,17,4
2026-07-18,I012,5,0,0,17,12,5
2026-07-19,I012,6,0,0,82,76,6
2026-07-20,I012,2,0,0,76,74,2
2026-07-21,I012,2,0,0,74,72,2
2026-07-22,I012,4,0,0,72,68,4
2026-07-23,I012,10,0,0,68,58,10
2026-07-24,I012,10,0,0,58,48,10
2026-07-25,I012,12,0,0,48,36,12
2026-07-26,I012,6,0,0,36,30,6
2026-07-27,I012,3,0,0,30,27,3
2026-07-28,I012,9,0,0,27,18,9
2026-07-29,I012,7,0,0,18,11,7
2026-07-30,I012,7,0,0,11,4,7
2026-07-31,I012,4,0,0,4,0,4
2026-08-01,I012,0,1,0,0,0,8
2026-08-02,I012,0,1,0,0,0,5
2026-08-03,I012,0,1,0,0,0,6
2026-08-04,I012,0,1,0,0,0,4
2026-08-05,I012,0,1,0,0,0,5
2026-08-06,I012,5,0,0,70,65,5
2026-08-07,I012,7,0,0,65,58,7
2026-08-08,I012,7,0,0,58,51,7
2026-08-09,I012,5,0,0,51,46,5
2026-08-10,I012,7,0,0,46,39,7
2026-08-11,I012,4,0,0,39,35,4
2026-08-12,I012,3,0,0,35,32,3
2026-08-13,I012,2,0,0,32,30,2
2026-08-14,I012,4,0,0,30,26,4
2026-08-15,I012,4,0,0,26,22,4
2026-08-16,I012,8,0,0,22,14,8
2026-08-17,I012,6,0,0,14,8,6
2026-08-18,I012,4,0,0,8,4,4
2026-08-19,I012,4,1,0,4,0,9
2026-08-20,I012,6,0,0,70,64,6
2026-08-21,I012,6,0,0,64,58,6
2026-08-22,I012,20,0,1,58,38,20
2026-08-23,I012,9,0,1,38,29,9
2026-08-24,I012,9,0,1,29,20,9
2026-08-25,I012,4,0,1,20,16,4
2026-08-26,I012,9,0,1,16,7,9
2026-08-27,I012,5,0,0,7,2,5
2026-08-28,I012,2,1,0,2,0,9
2026-08-29,I012,0,1,0,0,0,11
2026-08-30,I012,10,0,0,70,60,10
2026-08-31,I012,4,0,0,60,56,4
2025-09-01,I013,2,0,0,42,40,2
2025-09-02,I013,0,0,0,40,40,0
2025-09-03,I013,2,0,0,40,38,2
2025-09-04,I013,2,0,0,38,36,2
2025-09-05,I013,2,0,0,36,34,2
2025-09-06,I013,5,0,0,34,29,5
2025-09-07,I013,5,0,0,29,24,5
2025-09-08,I013,5,0,0,24,19,5
2025-09-09,I013,3,0,0,19,16,3
2025-09-10,I013,8,0,0,16,8,8
2025-09-11,I013,5,0,0,8,3,5
2025-09-12,I013,3,1,0,3,0,5
2025-09-13,I013,0,1,0,0,0,7
2025-09-14,I013,0,1,0,0,0,5
2025-09-15,I013,0,1,0,0,0,4
2025-09-16,I013,3,0,0,49,46,3
2025-09-17,I013,5,0,0,46,41,5
2025-09-18,I013,5,0,0,41,36,5
2025-09-19,I013,6,0,0,36,30,6
2025-09-20,I013,5,0,0,30,25,5
2025-09-21,I013,8,0,0,25,17,8
2025-09-22,I013,3,0,0,17,14,3
2025-09-23,I013,4,0,0,14,10,4
2025-09-24,I013,1,0,0,10,9,1
2025-09-25,I013,7,0,0,9,2,7
2025-09-26,I013,2,1,0,2,0,4
2025-09-27,I013,0,1,0,0,0,5
2025-09-28,I013,0,1,0,0,0,4
2025-09-29,I013,0,1,0,0,0,4
2025-09-30,I013,0,1,0,0,0,2
2025-10-01,I013,6,0,0,49,43,6
2025-10-02,I013,2,0,0,43,41,2
2025-10-03,I013,5,0,0,41,36,5
2025-10-04,I013,5,0,0,36,31,5
2025-10-05,I013,7,0,0,31,24,7
2025-10-06,I013,5,0,0,24,19,5
2025-10-07,I013,4,0,0,19,15,4
2025-10-08,I013,5,0,0,15,10,5
2025-10-09,I013,4,0,0,10,6,4
2025-10-10,I013,3,0,0,6,3,3
2025-10-11,I013,3,1,0,3,0,9
2025-10-12,I013,0,1,0,0,0,7
2025-10-13,I013,0,1,0,0,0,10
2025-10-14,I013,6,0,0,49,43,6
2025-10-15,I013,4,0,0,43,39,4
2025-10-16,I013,5,0,0,39,34,5
2025-10-17,I013,5,0,0,34,29,5
2025-10-18,I013,10,0,0,29,19,10
2025-10-19,I013,5,0,0,19,14,5
2025-10-20,I013,6,0,0,14,8,6
2025-10-21,I013,5,0,0,8,3,5
2025-10-22,I013,3,1,0,3,0,4
2025-10-23,I013,0,1,0,0,0,4
2025-10-24,I013,0,1,0,0,0,6
2025-10-25,I013,2,0,0,49,47,2
2025-10-26,I013,5,0,0,47,42,5
2025-10-27,I013,4,0,0,42,38,4
2025-10-28,I013,1,0,0,38,37,1
2025-10-29,I013,3,0,0,37,34,3
2025-10-30,I013,3,0,0,34,31,3
2025-10-31,I013,2,0,0,31,29,2
2025-11-01,I013,6,0,0,29,23,6
2025-11-02,I013,4,0,0,23,19,4
2025-11-03,I013,1,0,0,19,18,1
2025-11-04,I013,3,0,0,18,15,3
2025-11-05,I013,1,0,0,15,14,1
2025-11-06,I013,1,0,0,14,13,1
2025-11-07,I013,2,0,0,13,11,2
2025-11-08,I013,3,0,0,11,8,3
2025-11-09,I013,6,0,0,8,2,6
2025-11-10,I013,2,1,0,2,0,9
2025-11-11,I013,0,1,0,0,0,1
2025-11-12,I013,3,0,0,49,46,3
2025-11-13,I013,2,0,0,46,44,2
2025-11-14,I013,9,0,0,44,35,9
2025-11-15,I013,6,0,0,35,29,6
2025-11-16,I013,1,0,0,29,28,1
2025-11-17,I013,3,0,0,28,25,3
2025-11-18,I013,1,0,0,25,24,1
2025-11-19,I013,2,0,0,24,22,2
2025-11-20,I013,3,0,0,22,19,3
2025-11-21,I013,3,0,0,19,16,3
2025-11-22,I013,6,0,0,16,10,6
2025-11-23,I013,4,0,0,10,6,4
2025-11-24,I013,3,0,0,6,3,3
2025-11-25,I013,3,0,0,3,0,3
2025-11-26,I013,3,0,0,49,46,3
2025-11-27,I013,2,0,0,46,44,2
2025-11-28,I013,9,0,0,44,35,9
2025-11-29,I013,4,0,0,35,31,4
2025-11-30,I013,8,0,0,31,23,8
2025-12-01,I013,4,0,0,23,19,4
2025-12-02,I013,3,0,0,19,16,3
2025-12-03,I013,7,0,0,16,9,7
2025-12-04,I013,1,0,0,9,8,1
2025-12-05,I013,4,0,0,8,4,4
2025-12-06,I013,1,0,0,4,3,1
2025-12-07,I013,2,0,0,3,1,2
2025-12-08,I013,1,1,0,1,0,2
2025-12-09,I013,3,0,0,49,46,3
2025-12-10,I013,2,0,0,46,44,2
2025-12-11,I013,5,0,0,44,39,5
2025-12-12,I013,5,0,0,39,34,5
2025-12-13,I013,4,0,0,34,30,4
2025-12-14,I013,1,0,0,30,29,1
2025-12-15,I013,8,0,1,29,21,8
2025-12-16,I013,5,0,1,21,16,5
2025-12-17,I013,5,0,1,16,11,5
2025-12-18,I013,3,0,1,11,8,3
2025-12-19,I013,4,0,0,8,4,4
2025-12-20,I013,3,0,0,4,1,3
2025-12-21,I013,1,1,0,1,0,6
2025-12-22,I013,0,1,0,0,0,7
2025-12-23,I013,0,1,0,0,0,6
2025-12-24,I013,0,1,0,0,0,2
2025-12-25,I013,7,0,0,49,42,7
2025-12-26,I013,6,0,0,42,36,6
2025-12-27,I013,5,0,0,36,31,5
2025-12-28,I013,4,0,0,31,27,4
2025-12-29,I013,5,0,0,27,22,5
2025-12-30,I013,5,0,0,22,17,5
2025-12-31,I013,4,0,0,17,13,4
2026-01-01,I013,2,0,0,13,11,2
2026-01-02,I013,3,0,0,11,8,3
2026-01-03,I013,5,0,0,8,3,5
2026-01-04,I013,3,1,0,3,0,4
2026-01-05,I013,0,1,0,0,0,2
2026-01-06,I013,0,1,0,0,0,4
2026-01-07,I013,0,1,0,0,0,8
2026-01-08,I013,0,1,0,0,0,2
2026-01-09,I013,0,1,0,0,0,5
2026-01-10,I013,1,0,0,49,48,1
2026-01-11,I013,6,0,0,48,42,6
2026-01-12,I013,2,0,0,42,40,2
2026-01-13,I013,1,0,0,40,39,1
2026-01-14,I013,3,0,0,39,36,3
2026-01-15,I013,6,0,0,36,30,6
2026-01-16,I013,5,0,0,30,25,5
2026-01-17,I013,3,0,0,25,22,3
2026-01-18,I013,5,0,0,22,17,5
2026-01-19,I013,6,0,0,17,11,6
2026-01-20,I013,5,0,0,11,6,5
2026-01-21,I013,1,0,0,6,5,1
2026-01-22,I013,3,0,0,5,2,3
2026-01-23,I013,2,1,0,2,0,4
2026-01-24,I013,0,0,1,49,49,0
2026-01-25,I013,3,0,1,49,46,3
2026-01-26,I013,4,0,1,46,42,4
2026-01-27,I013,5,0,0,42,37,5
2026-01-28,I013,4,0,0,37,33,4
2026-01-29,I013,3,0,0,33,30,3
2026-01-30,I013,5,0,0,30,25,5
2026-01-31,I013,6,0,0,25,19,6
2026-02-01,I013,5,0,0,19,14,5
2026-02-02,I013,5,0,0,14,9,5
2026-02-03,I013,6,0,0,9,3,6
2026-02-04,I013,2,0,0,3,1,2
2026-02-05,I013,1,1,0,1,0,3
2026-02-06,I013,0,1,0,0,0,4
2026-02-07,I013,0,1,0,0,0,5
2026-02-08,I013,6,0,0,49,43,6
2026-02-09,I013,6,0,0,43,37,6
2026-02-10,I013,1,0,0,37,36,1
2026-02-11,I013,3,0,0,36,33,3
2026-02-12,I013,2,0,0,33,31,2
2026-02-13,I013,3,0,0,31,28,3
2026-02-14,I013,4,0,0,28,24,4
2026-02-15,I013,5,0,0,24,19,5
2026-02-16,I013,1,0,0,19,18,1
2026-02-17,I013,3,0,0,18,15,3
2026-02-18,I013,4,0,0,15,11,4
2026-02-19,I013,3,0,0,11,8,3
2026-02-20,I013,4,0,0,8,4,4
2026-02-21,I013,3,0,0,4,1,3
2026-02-22,I013,1,1,0,1,0,3
2026-02-23,I013,0,1,0,0,0,3
2026-02-24,I013,0,1,0,0,0,3
2026-02-25,I013,4,0,0,49,45,4
2026-02-26,I013,9,0,0,45,36,9
2026-02-27,I013,4,0,0,36,32,4
2026-02-28,I013,6,0,0,32,26,6
2026-03-01,I013,7,0,0,26,19,7
2026-03-02,I013,5,0,0,19,14,5
2026-03-03,I013,6,0,0,14,8,6
2026-03-04,I013,7,0,0,8,1,7
2026-03-05,I013,1,1,0,1,0,7
2026-03-06,I013,2,0,0,49,47,2
2026-03-07,I013,7,0,0,47,40,7
2026-03-08,I013,5,0,0,40,35,5
2026-03-09,I013,5,0,0,35,30,5
2026-03-10,I013,5,0,0,30,25,5
2026-03-11,I013,2,0,0,25,23,2
2026-03-12,I013,3,0,0,23,20,3
2026-03-13,I013,5,0,0,20,15,5
2026-03-14,I013,5,0,0,15,10,5
2026-03-15,I013,2,0,0,10,8,2
2026-03-16,I013,3,0,0,8,5,3
2026-03-17,I013,4,0,0,5,1,4
2026-03-18,I013,1,1,0,1,0,3
2026-03-19,I013,0,1,0,0,0,5
2026-03-20,I013,0,1,0,0,0,2
2026-03-21,I013,0,1,0,0,0,5
2026-03-22,I013,0,1,0,0,0,4
2026-03-23,I013,0,0,0,0,0,0
2026-03-24,I013,1,0,0,49,48,1
2026-03-25,I013,7,0,0,48,41,7
2026-03-26,I013,4,0,0,41,37,4
2026-03-27,I013,3,0,0,37,34,3
2026-03-28,I013,5,0,0,34,29,5
2026-03-29,I013,3,0,0,29,26,3
2026-03-30,I013,2,0,0,26,24,2
2026-03-31,I013,2,0,0,24,22,2
2026-04-01,I013,3,0,0,22,19,3
2026-04-02,I013,3,0,0,19,16,3
2026-04-03,I013,2,0,0,16,14,2
2026-04-04,I013,4,0,0,14,10,4
2026-04-05,I013,5,0,0,10,5,5
2026-04-06,I013,4,0,0,5,1,4
2026-04-07,I013,1,1,0,1,0,4
2026-04-08,I013,3,0,0,49,46,3
2026-04-09,I013,1,0,0,46,45,1
2026-04-10,I013,3,0,0,45,42,3
2026-04-11,I013,3,0,0,42,39,3
2026-04-12,I013,4,0,0,39,35,4
2026-04-13,I013,1,0,0,35,34,1
2026-04-14,I013,1,0,0,34,33,1
2026-04-15,I013,1,0,0,33,32,1
2026-04-16,I013,4,0,0,32,28,4
2026-04-17,I013,6,0,0,28,22,6
2026-04-18,I013,7,0,0,22,15,7
2026-04-19,I013,1,0,0,15,14,1
2026-04-20,I013,6,0,0,14,8,6
2026-04-21,I013,3,0,0,8,5,3
2026-04-22,I013,4,0,0,5,1,4
2026-04-23,I013,1,1,0,1,0,2
2026-04-24,I013,0,1,0,0,0,2
2026-04-25,I013,10,0,1,49,39,10
2026-04-26,I013,3,0,1,39,36,3
2026-04-27,I013,4,0,1,36,32,4
2026-04-28,I013,2,0,1,32,30,2
2026-04-29,I013,3,0,0,30,27,3
2026-04-30,I013,9,0,0,27,18,9
2026-05-01,I013,5,0,0,18,13,5
2026-05-02,I013,4,0,0,13,9,4
2026-05-03,I013,4,0,0,9,5,4
2026-05-04,I013,3,0,0,5,2,3
2026-05-05,I013,2,1,0,2,0,3
2026-05-06,I013,0,1,0,0,0,1
2026-05-07,I013,0,1,0,0,0,4
2026-05-08,I013,0,1,0,0,0,6
2026-05-09,I013,4,0,0,49,45,4
2026-05-10,I013,4,0,0,45,41,4
2026-05-11,I013,5,0,0,41,36,5
2026-05-12,I013,5,0,0,36,31,5
2026-05-13,I013,2,0,0,31,29,2
2026-05-14,I013,2,0,0,29,27,2
2026-05-15,I013,4,0,0,27,23,4
2026-05-16,I013,8,0,0,23,15,8
2026-05-17,I013,2,0,0,15,13,2
2026-05-18,I013,1,0,0,13,12,1
2026-05-19,I013,1,0,0,12,11,1
2026-05-20,I013,1,0,0,11,10,1
2026-05-21,I013,1,0,0,10,9,1
2026-05-22,I013,3,0,0,9,6,3
2026-05-23,I013,3,0,0,6,3,3
2026-05-24,I013,3,0,0,52,49,3
2026-05-25,I013,3,0,0,49,46,3
2026-05-26,I013,3,0,0,46,43,3
2026-05-27,I013,3,0,0,43,40,3
2026-05-28,I013,1,0,0,40,39,1
2026-05-29,I013,2,0,0,39,37,2
2026-05-30,I013,6,0,0,37,31,6
2026-05-31,I013,1,0,0,31,30,1
2026-06-01,I013,2,0,0,30,28,2
2026-06-02,I013,4,0,0,28,24,4
2026-06-03,I013,5,0,0,24,19,5
2026-06-04,I013,4,0,0,19,15,4
2026-06-05,I013,2,0,0,15,13,2
2026-06-06,I013,4,0,0,13,9,4
2026-06-07,I013,4,0,0,9,5,4
2026-06-08,I013,3,0,1,5,2,3
2026-06-09,I013,2,1,1,2,0,4
2026-06-10,I013,11,0,1,49,38,11
2026-06-11,I013,7,0,1,38,31,7
2026-06-12,I013,5,0,0,31,26,5
2026-06-13,I013,4,0,0,26,22,4
2026-06-14,I013,4,0,0,22,18,4
2026-06-15,I013,4,0,0,18,14,4
2026-06-16,I013,3,0,0,14,11,3
2026-06-17,I013,4,0,0,11,7,4
2026-06-18,I013,4,0,0,7,3,4
2026-06-19,I013,3,0,0,3,0,3
2026-06-20,I013,0,1,0,0,0,2
2026-06-21,I013,0,1,0,0,0,3
2026-06-22,I013,0,1,0,0,0,3
2026-06-23,I013,0,1,0,0,0,6
2026-06-24,I013,0,1,0,0,0,2
2026-06-25,I013,5,0,0,49,44,5
2026-06-26,I013,4,0,0,44,40,4
2026-06-27,I013,4,0,0,40,36,4
2026-06-28,I013,3,0,0,36,33,3
2026-06-29,I013,4,0,0,33,29,4
2026-06-30,I013,4,0,0,29,25,4
2026-07-01,I013,1,0,0,25,24,1
2026-07-02,I013,4,0,0,24,20,4
2026-07-03,I013,6,0,0,20,14,6
2026-07-04,I013,5,0,0,14,9,5
2026-07-05,I013,6,0,0,9,3,6
2026-07-06,I013,4,0,0,52,48,4
2026-07-07,I013,6,0,0,48,42,6
2026-07-08,I013,1,0,0,42,41,1
2026-07-09,I013,4,0,0,41,37,4
2026-07-10,I013,3,0,0,37,34,3
